Order_ID,Order_Date,Category,Product,Sales,Profit,Quantity,Customer_Segment,Region
423,2024-02-27,Clothing,Bat,26562,9253,8,Corporate,North
424,2024-02-28,Clothing,Sofa,37350,8294,6,Corporate,West
425,2024-02-29,Home,Sofa,46986,6896,4,Home Office,South
426,2024-03-01,Clothing,T-Shirt,21067,2357,8,Corporate,West
427,2024-03-02,Electronics,Novel,30239,1278,8,Consumer,North
428,2024-03-03,Sports,Sofa,43785,7276,1,Corporate,West
429,2024-03-04,Sports,Bat,4254,5640,4,Corporate,North
430,2024-03-05,Books,T-Shirt,27544,6969,4,Corporate,North
431,2024-03-06,Clothing,T-Shirt,2224,5635,7,Home Office,North
432,2024-03-07,Electronics,Bat,1876,9277,7,Consumer,South
433,2024-03-08,Books,Novel,9206,6096,8,Corporate,West
434,2024-03-09,Home,Bat,9394,4995,5,Home Office,South
435,2024-03-10,Books,Novel,18537,7977,7,Corporate,West
436,2024-03-11,Books,Bat,18950,7066,8,Consumer,South
437,2024-03-12,Clothing,Bat,16906,7808,9,Corporate,East
438,2024-03-13,Home,Laptop,30225,5136,3,Consumer,North
439,2024-03-14,Books,T-Shirt,6426,9506,3,Corporate,North
440,2024-03-15,Electronics,Bat,39519,7211,4,Consumer,South
441,2024-03-16,Electronics,Bat,9996,1934,5,Corporate,East
442,2024-03-17,Sports,Sofa,36568,1859,1,Consumer,North
443,2024-03-18,Home,T-Shirt,30306,3217,7,Corporate,West
444,2024-03-19,Home,Sofa,23163,6402,9,Corporate,South
445,2024-03-20,Sports,T-Shirt,41821,9059,8,Home Office,North
446,2024-03-21,Books,Sofa,36995,6106,5,Home Office,North
447,2024-03-22,Home,Bat,23156,2487,4,Consumer,South
448,2024-03-23,Electronics,Bat,26360,6518,7,Corporate,South
449,2024-03-24,Electronics,Laptop,17332,9130,5,Consumer,West
450,2024-03-25,Clothing,Sofa,39287,6001,7,Home Office,West
451,2024-03-26,Home,Novel,48731,5326,1,Consumer,North
452,2024-03-27,Books,Laptop,22227,8909,1,Consumer,North
453,2024-03-28,Sports,Sofa,43315,7868,3,Home Office,South
454,2024-03-29,Sports,Sofa,30045,4778,2,Corporate,North
455,2024-03-30,Books,Laptop,45022,2674,2,Consumer,North
456,2024-03-31,Clothing,Bat,3020,5788,7,Home Office,South
457,2024-04-01,Sports,Sofa,3581,4282,2,Corporate,North
458,2024-04-02,Home,Bat,34696,5843,4,Home Office,North
459,2024-04-03,Clothing,Laptop,37235,4573,2,Consumer,East
460,2024-04-04,Home,Bat,39713,5621,6,Corporate,West
461,2024-04-05,Electronics,T-Shirt,15066,9060,8,Corporate,South
462,2024-04-06,Clothing,Novel,14542,9348,4,Home Office,East
463,2024-04-07,Sports,Sofa,25998,2274,5,Home Office,West
464,2024-04-08,Clothing,Novel,11829,8439,4,Home Office,West
465,2024-04-09,Clothing,Bat,32156,6141,3,Corporate,West
466,2024-04-10,Clothing,Sofa,2659,8712,5,Corporate,East
467,2024-04-11,Clothing,Bat,38400,6411,9,Consumer,East
468,2024-04-12,Home,T-Shirt,19863,1998,8,Corporate,West
469,2024-04-13,Electronics,Laptop,48201,7144,8,Consumer,North
470,2024-04-14,Books,Sofa,43741,6368,8,Home Office,North
471,2024-04-15,Clothing,T-Shirt,19533,3846,8,Home Office,East
472,2024-04-16,Sports,T-Shirt,11305,284,7,Corporate,East
473,2024-04-17,Clothing,Sofa,36351,9170,8,Home Office,East
474,2024-04-18,Sports,Bat,27332,3657,8,Home Office,West
475,2024-04-19,Home,T-Shirt,14444,8093,8,Corporate,North
476,2024-04-20,Sports,Novel,20373,572,7,Consumer,East
477,2024-04-21,Books,T-Shirt,40872,5954,1,Corporate,East
478,2024-04-22,Electronics,Bat,24428,4938,4,Consumer,South
479,2024-04-23,Sports,Bat,15879,9871,4,Corporate,West
480,2024-04-24,Sports,Novel,37251,5882,5,Corporate,South
481,2024-04-25,Electronics,T-Shirt,35046,7172,6,Home Office,North
482,2024-04-26,Books,Bat,24786,5892,4,Corporate,South
483,2024-04-27,Clothing,Sofa,5610,1366,2,Corporate,South
484,2024-04-28,Sports,Laptop,12587,1174,6,Consumer,South
485,2024-04-29,Electronics,Laptop,24262,5671,8,Home Office,West
486,2024-04-30,Home,Laptop,17581,5473,8,Consumer,North
487,2024-05-01,Electronics,T-Shirt,35447,2637,7,Consumer,South
488,2024-05-02,Home,Novel,10096,9265,6,Home Office,West
489,2024-05-03,Books,Bat,38519,5722,2,Home Office,North
490,2024-05-04,Clothing,Sofa,42503,1428,7,Home Office,East
491,2024-05-05,Electronics,Sofa,18813,3424,5,Corporate,South
492,2024-05-06,Sports,T-Shirt,48139,1569,6,Home Office,North
493,2024-05-07,Books,Laptop,1513,5827,8,Home Office,South
494,2024-05-08,Electronics,T-Shirt,49878,7985,8,Home Office,East
495,2024-05-09,Sports,Novel,24205,6143,3,Consumer,North
496,2024-05-10,Electronics,Novel,2328,8468,7,Consumer,West
497,2024-05-11,Home,Bat,8409,5405,1,Corporate,North
498,2024-05-12,Electronics,Bat,38856,5018,1,Consumer,West
499,2024-05-13,Electronics,Novel,13609,9133,7,Corporate,North
500,2024-05-14,Electronics,Novel,2523,5624,9,Consumer,West
501,2024-05-15,Books,Novel,15037,4122,7,Home Office,East
502,2024-05-16,Electronics,T-Shirt,27161,2307,5,Consumer,East
503,2024-05-17,Sports,Novel,39159,8638,8,Corporate,East
504,2024-05-18,Home,Sofa,34348,4474,2,Consumer,North
505,2024-05-19,Home,Laptop,38304,3287,9,Home Office,East
506,2024-05-20,Electronics,Novel,15879,3943,6,Corporate,South
507,2024-05-21,Books,Laptop,28266,2055,9,Home Office,East
508,2024-05-22,Books,T-Shirt,44090,2066,2,Home Office,West
509,2024-05-23,Sports,Laptop,3063,9438,3,Corporate,West
510,2024-05-24,Electronics,T-Shirt,36560,1822,8,Home Office,West
511,2024-05-25,Home,Sofa,29697,8403,1,Home Office,North
512,2024-05-26,Books,T-Shirt,4086,4026,7,Consumer,South
513,2024-05-27,Electronics,T-Shirt,16587,1801,7,Home Office,East
514,2024-05-28,Books,Bat,49368,9017,1,Home Office,South
515,2024-05-29,Books,Novel,23725,7480,9,Home Office,South
516,2024-05-30,Home,Novel,30250,7220,8,Home Office,West
517,2024-05-31,Clothing,Sofa,7143,6519,4,Corporate,West
518,2024-06-01,Sports,Sofa,28023,9181,5,Consumer,West
519,2024-06-02,Sports,Novel,37227,3270,2,Home Office,North
520,2024-06-03,Home,Bat,11505,589,9,Home Office,South
521,2024-06-04,Books,Novel,44043,1511,6,Corporate,South
522,2024-06-05,Electronics,Bat,661,5234,3,Home Office,North
523,2024-06-06,Books,Sofa,16529,8597,7,Corporate,North
524,2024-06-07,Home,Laptop,14726,284,9,Consumer,North
525,2024-06-08,Sports,Sofa,29231,1598,3,Consumer,South
526,2024-06-09,Books,Sofa,44422,7530,2,Home Office,South
527,2024-06-10,Sports,T-Shirt,45348,4263,7,Home Office,West
528,2024-06-11,Electronics,T-Shirt,3890,1723,7,Home Office,West
529,2024-06-12,Sports,T-Shirt,6497,6758,4,Corporate,South
530,2024-06-13,Sports,T-Shirt,13193,8032,9,Home Office,West
531,2024-06-14,Clothing,Bat,42592,2150,8,Home Office,North
532,2024-06-15,Clothing,Novel,1041,3798,1,Consumer,East
533,2024-06-16,Clothing,Laptop,22317,3223,1,Home Office,West
534,2024-06-17,Sports,Sofa,38361,1865,5,Consumer,South
535,2024-06-18,Home,Bat,13928,3891,6,Home Office,West
536,2024-06-19,Sports,Laptop,44434,8066,3,Consumer,West
537,2024-06-20,Home,Bat,49331,7061,9,Home Office,West
538,2024-06-21,Home,Bat,10758,4543,6,Consumer,East
539,2024-06-22,Clothing,Sofa,16544,724,4,Corporate,North
540,2024-06-23,Books,Novel,29911,8138,7,Consumer,South
541,2024-06-24,Electronics,T-Shirt,5969,8628,8,Consumer,East
542,2024-06-25,Clothing,Novel,29354,2208,9,Consumer,South
543,2024-06-26,Clothing,Sofa,6756,2711,6,Home Office,South
544,2024-06-27,Books,Sofa,11220,2114,6,Home Office,South
545,2024-06-28,Electronics,Sofa,34437,3303,8,Home Office,East
546,2024-06-29,Sports,Laptop,34098,5029,5,Corporate,North
547,2024-06-30,Sports,Novel,2151,7753,3,Corporate,South
548,2024-07-01,Clothing,Novel,19694,8981,3,Consumer,North
549,2024-07-02,Electronics,Bat,25551,1451,6,Corporate,North
550,2024-07-03,Clothing,Bat,27886,3309,2,Consumer,West
551,2024-07-04,Home,Bat,10018,3973,6,Consumer,East
552,2024-07-05,Clothing,Sofa,46526,4264,6,Consumer,East
553,2024-07-06,Clothing,Novel,16684,3277,8,Corporate,West
554,2024-07-07,Sports,Sofa,34287,2795,7,Home Office,West
555,2024-07-08,Sports,Laptop,22121,6141,8,Corporate,North
556,2024-07-09,Sports,Bat,10528,3916,9,Consumer,South
557,2024-07-10,Home,Sofa,12948,5868,6,Consumer,East
558,2024-07-11,Sports,Sofa,45753,2272,3,Corporate,South
559,2024-07-12,Electronics,Laptop,34551,2842,3,Consumer,South
560,2024-07-13,Books,T-Shirt,30947,9939,1,Consumer,West
561,2024-07-14,Electronics,Novel,18894,4113,5,Corporate,South
562,2024-07-15,Electronics,T-Shirt,35001,1574,4,Corporate,North
563,2024-07-16,Sports,Bat,30754,8274,9,Corporate,West
564,2024-07-17,Books,Sofa,19009,6248,9,Consumer,South
565,2024-07-18,Books,Laptop,49498,4075,5,Consumer,West
566,2024-07-19,Books,Laptop,14972,2616,4,Home Office,North
567,2024-07-20,Home,Novel,46157,2853,7,Home Office,North
568,2024-07-21,Sports,T-Shirt,3971,3759,6,Corporate,South
569,2024-07-22,Books,Novel,42296,6205,4,Home Office,West
570,2024-07-23,Home,Sofa,30768,769,2,Consumer,South
571,2024-07-24,Clothing,Novel,8829,6566,1,Home Office,South
572,2024-07-25,Clothing,Laptop,35365,4629,4,Consumer,West
573,2024-07-26,Home,Laptop,47350,1022,4,Corporate,South
574,2024-07-27,Home,Bat,47198,3768,1,Corporate,North
575,2024-07-28,Sports,Bat,28772,7445,6,Consumer,West
576,2024-07-29,Sports,Sofa,43345,4452,4,Home Office,West
577,2024-07-30,Clothing,T-Shirt,6897,4602,1,Corporate,West
578,2024-07-31,Books,Novel,32873,2257,1,Corporate,West
579,2024-08-01,Clothing,Sofa,36025,4476,1,Home Office,South
580,2024-08-02,Books,Bat,25070,6969,8,Home Office,South
581,2024-08-03,Books,Novel,18784,8885,8,Consumer,North
582,2024-08-04,Sports,Bat,19494,8436,2,Home Office,East
583,2024-08-05,Electronics,Novel,23784,8730,7,Home Office,East
584,2024-08-06,Electronics,T-Shirt,18333,2254,8,Home Office,North
585,2024-08-07,Home,Sofa,25622,5395,8,Consumer,East
586,2024-08-08,Sports,Novel,5517,3326,7,Consumer,North
587,2024-08-09,Books,Laptop,16870,1152,5,Corporate,South
588,2024-08-10,Electronics,Laptop,29752,5293,1,Consumer,West
589,2024-08-11,Books,Novel,8499,6664,9,Corporate,West
590,2024-08-12,Electronics,Novel,22936,9483,7,Home Office,South
591,2024-08-13,Electronics,Novel,43463,8757,2,Corporate,West
592,2024-08-14,Electronics,Laptop,2596,5273,6,Corporate,West
593,2024-08-15,Sports,Laptop,48701,8634,2,Home Office,East
594,2024-08-16,Clothing,Novel,25779,680,1,Corporate,South
595,2024-08-17,Books,Bat,43863,9221,7,Consumer,East
596,2024-08-18,Sports,Bat,49209,6733,2,Consumer,East
597,2024-08-19,Sports,T-Shirt,26701,327,2,Consumer,West
598,2024-08-20,Sports,Sofa,20215,282,5,Consumer,West
599,2024-08-21,Sports,Bat,29809,9794,5,Corporate,South
600,2024-08-22,Sports,Laptop,15578,5740,7,Corporate,West
601,2024-08-23,Home,Bat,5605,7709,1,Home Office,West
602,2024-08-24,Books,T-Shirt,29812,75,8,Corporate,South
603,2024-08-25,Sports,T-Shirt,3339,7518,3,Corporate,West
604,2024-08-26,Books,Sofa,3884,6460,4,Corporate,East
605,2024-08-27,Home,Bat,44119,8702,9,Home Office,South
606,2024-08-28,Home,Laptop,43321,3814,4,Consumer,West
607,2024-08-29,Books,Laptop,13993,6649,5,Corporate,North
608,2024-08-30,Electronics,Novel,17569,5152,7,Home Office,South
609,2024-08-31,Clothing,Laptop,47407,7056,4,Home Office,South
610,2024-09-01,Electronics,Sofa,8031,3533,1,Home Office,North
611,2024-09-02,Electronics,Sofa,37551,2044,9,Consumer,West
612,2024-09-03,Electronics,Laptop,8236,8732,4,Corporate,West
613,2024-09-04,Sports,Laptop,8210,1122,9,Home Office,South
614,2024-09-05,Home,Novel,2119,6757,6,Consumer,South
615,2024-09-06,Electronics,Laptop,14475,265,1,Home Office,West
616,2024-09-07,Home,Novel,46103,7655,3,Home Office,West
617,2024-09-08,Books,Novel,23752,9965,2,Home Office,East
618,2024-09-09,Clothing,Laptop,15761,9834,9,Home Office,South
619,2024-09-10,Books,T-Shirt,1931,2656,1,Home Office,South
620,2024-09-11,Books,T-Shirt,9567,8400,9,Consumer,North
621,2024-09-12,Sports,Novel,37981,4831,9,Corporate,East
622,2024-09-13,Clothing,Laptop,27537,3363,8,Corporate,West
623,2024-09-14,Books,T-Shirt,10057,7813,8,Corporate,East
624,2024-09-15,Books,Laptop,9935,5989,1,Corporate,West
625,2024-09-16,Clothing,Laptop,38266,2345,8,Consumer,West
626,2024-09-17,Clothing,Laptop,662,5735,3,Consumer,East
627,2024-09-18,Books,Bat,35242,1746,7,Consumer,South
628,2024-09-19,Clothing,Laptop,20175,1996,1,Home Office,West
629,2024-09-20,Books,Bat,8961,2833,1,Home Office,East
630,2024-09-21,Books,Novel,17515,3694,5,Home Office,North
631,2024-09-22,Sports,T-Shirt,33091,5291,5,Corporate,East
632,2024-09-23,Electronics,T-Shirt,28547,6470,8,Home Office,North
633,2024-09-24,Books,T-Shirt,35282,7607,7,Corporate,West
634,2024-09-25,Home,T-Shirt,10333,2695,8,Home Office,East
635,2024-09-26,Electronics,T-Shirt,8396,6639,6,Corporate,East
636,2024-09-27,Electronics,T-Shirt,33472,6403,6,Home Office,North
637,2024-09-28,Electronics,T-Shirt,42300,1982,2,Home Office,East
638,2024-09-29,Sports,Novel,31008,1807,6,Consumer,East
639,2024-09-30,Books,Laptop,5847,5135,5,Home Office,West
640,2024-10-01,Sports,Sofa,30814,5687,3,Home Office,East
641,2024-10-02,Books,Bat,3143,1166,6,Consumer,South
642,2024-10-03,Sports,Sofa,41285,542,8,Corporate,North
643,2024-10-04,Sports,Sofa,19181,8861,9,Consumer,East
644,2024-10-05,Home,Laptop,38828,7938,1,Consumer,North
645,2024-10-06,Sports,Laptop,16392,6524,3,Corporate,North
646,2024-10-07,Clothing,Laptop,47799,9788,3,Home Office,North
647,2024-10-08,Home,T-Shirt,17573,5008,8,Corporate,East
648,2024-10-09,Sports,Novel,37268,9847,1,Home Office,East
649,2024-10-10,Electronics,T-Shirt,31182,9517,5,Home Office,North
650,2024-10-11,Clothing,Novel,32762,2793,3,Corporate,South
651,2024-10-12,Clothing,Novel,31858,7916,2,Consumer,North
652,2024-10-13,Clothing,Sofa,14789,7210,8,Corporate,South
653,2024-10-14,Home,Sofa,8427,5501,3,Home Office,North
654,2024-10-15,Sports,Novel,48830,5308,7,Corporate,West
655,2024-10-16,Sports,Novel,1671,8598,1,Corporate,North
656,2024-10-17,Electronics,T-Shirt,12418,7236,6,Home Office,North
657,2024-10-18,Electronics,T-Shirt,42403,6152,3,Consumer,East
658,2024-10-19,Clothing,Sofa,39610,9111,8,Corporate,South
659,2024-10-20,Electronics,Laptop,12429,9127,6,Home Office,West
660,2024-10-21,Home,Novel,3039,9525,2,Home Office,South
661,2024-10-22,Sports,T-Shirt,37227,669,6,Corporate,West
662,2024-10-23,Clothing,Sofa,46451,932,7,Consumer,North
663,2024-10-24,Electronics,T-Shirt,23169,9038,5,Corporate,East
664,2024-10-25,Home,Novel,5932,3692,3,Consumer,East
665,2024-10-26,Home,Novel,21144,1346,4,Consumer,South
666,2024-10-27,Electronics,Bat,19245,8486,4,Consumer,East
667,2024-10-28,Sports,Laptop,28728,2945,6,Consumer,South
668,2024-10-29,Electronics,Bat,35021,6643,1,Corporate,South
669,2024-10-30,Clothing,Sofa,32203,979,4,Home Office,West
670,2024-10-31,Electronics,T-Shirt,27428,5416,4,Home Office,South
671,2024-11-01,Home,Sofa,18822,8761,1,Home Office,West
672,2024-11-02,Electronics,Novel,22860,3262,9,Home Office,East
673,2024-11-03,Sports,Bat,29555,2459,4,Home Office,South
674,2024-11-04,Books,Bat,43391,8249,7,Home Office,South
675,2024-11-05,Electronics,Bat,16876,3473,3,Corporate,North
676,2024-11-06,Sports,Sofa,7088,7026,3,Consumer,South
677,2024-11-07,Sports,Novel,25500,7644,8,Home Office,South
678,2024-11-08,Home,T-Shirt,6804,5208,8,Corporate,North
679,2024-11-09,Sports,T-Shirt,7845,3717,1,Home Office,North
680,2024-11-10,Sports,Sofa,29800,6023,2,Home Office,East
681,2024-11-11,Sports,Bat,24759,6286,8,Consumer,South
682,2024-11-12,Sports,Laptop,25970,8327,1,Consumer,East
683,2024-11-13,Clothing,Sofa,23517,2518,8,Consumer,East
684,2024-11-14,Clothing,Sofa,15852,6267,8,Home Office,North
685,2024-11-15,Home,Novel,33865,3669,2,Home Office,West
686,2024-11-16,Electronics,T-Shirt,19946,1686,4,Home Office,East
687,2024-11-17,Sports,Sofa,2836,8205,6,Consumer,West
688,2024-11-18,Electronics,Sofa,10379,3633,9,Corporate,South
689,2024-11-19,Electronics,Bat,32816,4059,8,Home Office,North
690,2024-11-20,Home,Bat,33840,3376,8,Home Office,South
691,2024-11-21,Sports,Laptop,8021,8198,7,Home Office,South
692,2024-11-22,Sports,Novel,6671,2267,9,Corporate,North
693,2024-11-23,Books,Laptop,23981,5017,2,Home Office,South
694,2024-11-24,Electronics,Bat,18974,2419,3,Corporate,North
695,2024-11-25,Electronics,T-Shirt,47260,3688,8,Home Office,West
696,2024-11-26,Clothing,Bat,45129,9185,6,Corporate,South
697,2024-11-27,Books,Novel,45732,5772,9,Home Office,North
698,2024-11-28,Clothing,Bat,21508,4494,4,Consumer,East
699,2024-11-29,Clothing,Novel,2133,7668,8,Consumer,South
700,2024-11-30,Clothing,Novel,12985,3997,3,Consumer,West
701,2024-12-01,Home,Novel,44117,1726,3,Consumer,North
702,2024-12-02,Home,Novel,4148,1246,8,Home Office,South
703,2024-12-03,Clothing,Novel,48445,2837,5,Consumer,South
704,2024-12-04,Books,T-Shirt,13640,7482,3,Corporate,South
705,2024-12-05,Electronics,Laptop,18421,9703,1,Consumer,West
706,2024-12-06,Books,Sofa,14857,7977,3,Consumer,North
707,2024-12-07,Sports,Laptop,46636,3368,9,Consumer,East
708,2024-12-08,Home,Novel,3637,8908,5,Home Office,East
709,2024-12-09,Electronics,T-Shirt,597,6739,2,Consumer,East
710,2024-12-10,Electronics,Bat,11907,2226,7,Corporate,North
711,2024-12-11,Sports,T-Shirt,31075,3793,2,Consumer,East
712,2024-12-12,Sports,Novel,13222,8842,4,Consumer,West
713,2024-12-13,Clothing,T-Shirt,13424,4472,7,Consumer,North
714,2024-12-14,Home,T-Shirt,4250,3874,4,Corporate,South
715,2024-12-15,Home,Novel,28233,9221,7,Consumer,West
716,2024-12-16,Books,T-Shirt,9035,2501,7,Corporate,South
717,2024-12-17,Clothing,Sofa,24987,678,1,Corporate,East
718,2024-12-18,Clothing,Sofa,31151,9871,6,Consumer,West
719,2024-12-19,Clothing,T-Shirt,5166,7828,9,Corporate,North
720,2024-12-20,Clothing,Bat,49277,3746,2,Home Office,West
721,2024-12-21,Home,Novel,17494,3724,3,Consumer,South
722,2024-12-22,Home,Sofa,2227,3979,5,Consumer,North
723,2024-12-23,Clothing,Bat,35122,2815,9,Corporate,West
724,2024-12-24,Books,T-Shirt,11300,4419,4,Corporate,West
725,2024-12-25,Electronics,Bat,38323,8357,1,Consumer,West
726,2024-12-26,Electronics,Laptop,43539,5006,4,Home Office,West
727,2024-12-27,Books,Sofa,19208,742,6,Corporate,North
728,2024-12-28,Clothing,T-Shirt,13319,3212,5,Corporate,South
729,2024-12-29,Home,Novel,9869,1155,1,Home Office,West
730,2024-12-30,Electronics,T-Shirt,9783,3058,4,Home Office,North
731,2024-12-31,Sports,Novel,31073,2211,6,Consumer,South
732,2025-01-01,Sports,T-Shirt,13671,8395,4,Home Office,West
733,2025-01-02,Books,Bat,31433,3749,9,Consumer,South
734,2025-01-03,Clothing,Bat,6274,3836,5,Home Office,South
735,2025-01-04,Electronics,Bat,7019,9306,8,Corporate,North
736,2025-01-05,Clothing,Laptop,11483,4250,9,Consumer,South
737,2025-01-06,Electronics,Novel,31432,1963,5,Consumer,North
738,2025-01-07,Books,Bat,31298,9458,6,Consumer,West
739,2025-01-08,Books,Laptop,18633,5570,1,Home Office,South
740,2025-01-09,Sports,Novel,15439,1822,7,Corporate,South
741,2025-01-10,Clothing,T-Shirt,1281,2830,4,Consumer,East
742,2025-01-11,Sports,Laptop,49550,7473,2,Consumer,West
743,2025-01-12,Clothing,Sofa,28124,2921,5,Consumer,West
744,2025-01-13,Sports,Laptop,7323,710,3,Consumer,East
745,2025-01-14,Home,Laptop,18989,6292,6,Corporate,East
746,2025-01-15,Home,Novel,40461,1182,8,Home Office,North
747,2025-01-16,Home,T-Shirt,29618,749,7,Corporate,North
748,2025-01-17,Home,Sofa,35381,7520,3,Consumer,South
749,2025-01-18,Electronics,Bat,16780,6347,8,Corporate,South
750,2025-01-19,Home,Bat,22763,7862,2,Consumer,South
751,2025-01-20,Books,Laptop,14065,4607,9,Home Office,South
752,2025-01-21,Books,Novel,20854,2229,4,Home Office,North
753,2025-01-22,Electronics,Novel,43451,9115,1,Home Office,West
754,2025-01-23,Home,Bat,26143,8325,8,Consumer,South
755,2025-01-24,Home,Sofa,24148,1472,7,Corporate,West
756,2025-01-25,Home,T-Shirt,42471,3230,5,Home Office,South
757,2025-01-26,Sports,Sofa,19158,4366,5,Consumer,East
758,2025-01-27,Clothing,T-Shirt,21753,6746,7,Consumer,South
759,2025-01-28,Sports,Bat,49063,9633,5,Corporate,South
760,2025-01-29,Clothing,T-Shirt,26890,664,8,Home Office,South
761,2025-01-30,Home,Novel,23628,4620,6,Consumer,North
762,2025-01-31,Home,Laptop,13989,320,5,Corporate,East
763,2025-02-01,Sports,Laptop,38814,2518,9,Home Office,South
764,2025-02-02,Sports,Bat,33158,9632,2,Corporate,South
765,2025-02-03,Clothing,Novel,7352,3657,1,Corporate,West
766,2025-02-04,Books,Sofa,29950,3125,8,Consumer,East
767,2025-02-05,Clothing,Novel,3051,339,3,Consumer,South
768,2025-02-06,Sports,Laptop,6911,8170,7,Consumer,West
769,2025-02-07,Sports,Laptop,49659,6664,8,Corporate,West
770,2025-02-08,Electronics,Novel,33743,3302,6,Consumer,North
771,2025-02-09,Sports,Novel,22300,7465,9,Corporate,West
772,2025-02-10,Electronics,Laptop,10903,6821,7,Corporate,South
773,2025-02-11,Books,Sofa,7739,328,5,Consumer,North
774,2025-02-12,Clothing,Bat,7210,630,8,Home Office,North
775,2025-02-13,Clothing,Bat,21884,5008,2,Home Office,South
776,2025-02-14,Electronics,Novel,21538,8495,7,Home Office,East
777,2025-02-15,Clothing,Bat,41346,4326,4,Corporate,West
778,2025-02-16,Sports,Laptop,22947,8047,9,Corporate,North
779,2025-02-17,Home,Laptop,2785,4826,1,Corporate,East
780,2025-02-18,Electronics,Novel,38491,874,7,Consumer,South
781,2025-02-19,Clothing,Novel,14021,3882,6,Corporate,West
782,2025-02-20,Electronics,Novel,48157,8941,8,Consumer,West
783,2025-02-21,Electronics,Sofa,7471,5495,5,Consumer,North
784,2025-02-22,Home,Bat,29639,1430,1,Home Office,West
785,2025-02-23,Sports,Novel,20409,9915,1,Home Office,West
786,2025-02-24,Electronics,T-Shirt,12031,6584,9,Home Office,West
787,2025-02-25,Clothing,T-Shirt,15221,3206,6,Consumer,West
788,2025-02-26,Books,Laptop,19706,4357,5,Consumer,South
789,2025-02-27,Electronics,Bat,38211,5684,1,Consumer,East
790,2025-02-28,Electronics,Novel,7030,8625,6,Corporate,South
791,2025-03-01,Home,T-Shirt,11616,5860,6,Consumer,South
792,2025-03-02,Sports,Bat,758,8583,3,Home Office,North
793,2025-03-03,Books,Laptop,782,5984,8,Home Office,West
794,2025-03-04,Clothing,Sofa,14437,3159,1,Consumer,South
795,2025-03-05,Books,Bat,2398,4132,1,Consumer,West
796,2025-03-06,Clothing,Bat,4635,3290,6,Home Office,South
797,2025-03-07,Sports,Sofa,7129,6078,1,Consumer,South
798,2025-03-08,Clothing,Bat,44436,1899,6,Home Office,North
799,2025-03-09,Home,Laptop,20084,8547,1,Corporate,East
800,2025-03-10,Home,Laptop,24051,2799,6,Home Office,East
801,2025-03-11,Home,Sofa,33880,6730,3,Corporate,South
802,2025-03-12,Home,Novel,47471,9377,8,Consumer,North
803,2025-03-13,Books,T-Shirt,17571,255,6,Consumer,West
804,2025-03-14,Sports,Novel,20574,7402,1,Corporate,West
805,2025-03-15,Clothing,Bat,25688,4641,5,Consumer,South
806,2025-03-16,Clothing,T-Shirt,2807,3500,8,Corporate,East
807,2025-03-17,Home,Sofa,40401,7264,3,Consumer,North
808,2025-03-18,Home,Sofa,11705,3861,6,Home Office,East
809,2025-03-19,Electronics,T-Shirt,6406,5191,5,Consumer,West
810,2025-03-20,Sports,Laptop,3091,8551,6,Home Office,East
811,2025-03-21,Books,T-Shirt,15649,2758,1,Home Office,West
812,2025-03-22,Clothing,Bat,45418,2041,7,Corporate,North
813,2025-03-23,Electronics,Laptop,40451,8513,9,Consumer,North
814,2025-03-24,Electronics,Sofa,25650,3323,2,Corporate,South
815,2025-03-25,Clothing,T-Shirt,32352,4588,5,Consumer,South
816,2025-03-26,Books,Novel,43370,8762,4,Home Office,East
817,2025-03-27,Electronics,Novel,1783,9218,6,Home Office,North
818,2025-03-28,Electronics,Bat,34191,3772,6,Consumer,North
819,2025-03-29,Sports,Novel,1625,3601,2,Consumer,South
820,2025-03-30,Books,T-Shirt,2029,2882,2,Corporate,West
821,2025-03-31,Electronics,T-Shirt,26670,5729,4,Consumer,East
822,2025-04-01,Books,Novel,8938,6629,1,Consumer,East
823,2025-04-02,Clothing,T-Shirt,20595,202,9,Consumer,South
824,2025-04-03,Home,Bat,16654,5804,7,Corporate,North
825,2025-04-04,Electronics,Laptop,8504,2850,7,Consumer,South
826,2025-04-05,Sports,Bat,10252,5360,3,Home Office,South
827,2025-04-06,Clothing,Bat,43860,9994,3,Corporate,South
828,2025-04-07,Books,T-Shirt,27319,2660,1,Corporate,South
829,2025-04-08,Clothing,Laptop,37132,1154,3,Home Office,West
830,2025-04-09,Electronics,T-Shirt,27015,7411,3,Home Office,West
831,2025-04-10,Books,Sofa,24717,4249,4,Home Office,North
832,2025-04-11,Home,T-Shirt,23672,3904,4,Consumer,South
833,2025-04-12,Clothing,T-Shirt,33494,7313,3,Home Office,West
834,2025-04-13,Electronics,T-Shirt,15536,1964,8,Consumer,North
835,2025-04-14,Sports,Laptop,12239,7415,8,Corporate,South
836,2025-04-15,Books,T-Shirt,32720,3122,1,Corporate,East
837,2025-04-16,Clothing,Laptop,49916,9248,7,Home Office,West
838,2025-04-17,Clothing,Novel,10087,456,2,Consumer,North
839,2025-04-18,Home,Sofa,45017,216,1,Home Office,East
840,2025-04-19,Home,Laptop,30629,558,3,Home Office,South
841,2025-04-20,Sports,Novel,1145,1711,4,Consumer,South
842,2025-04-21,Sports,Laptop,31430,3714,6,Home Office,South
843,2025-04-22,Electronics,Laptop,16799,3539,5,Corporate,West
844,2025-04-23,Electronics,Sofa,30590,730,4,Home Office,North
845,2025-04-24,Sports,Bat,22453,2574,8,Consumer,East
